"source","target","ligand","receptor","prob","pval","interaction_name","interaction_name_2","pathway_name","annotation","evidence"
"Oligodendrocyte","OPC","PTN","SDC3",0.0120091826262562,0,"PTN_SDC3","PTN - SDC3","PTN","Secreted Signaling","PMID: 28356350; PMID: 25620911"
"OPC","OPC","PTN","SDC3",0.0484549038716063,0,"PTN_SDC3","PTN - SDC3","PTN","Secreted Signaling","PMID: 28356350; PMID: 25620911"
"Pax6","OPC","PTN","SDC3",0.0126179555200728,0,"PTN_SDC3","PTN - SDC3","PTN","Secreted Signaling","PMID: 28356350; PMID: 25620911"
"Sncg","OPC","PTN","SDC3",0.00271337722560132,0,"PTN_SDC3","PTN - SDC3","PTN","Secreted Signaling","PMID: 28356350; PMID: 25620911"
"Vascular","OPC","PTN","SDC3",0.0351221851596558,0,"PTN_SDC3","PTN - SDC3","PTN","Secreted Signaling","PMID: 28356350; PMID: 25620911"
"Astrocyte","Pax6","PTN","SDC3",0.00532119882676022,0,"PTN_SDC3","PTN - SDC3","PTN","Secreted Signaling","PMID: 28356350; PMID: 25620911"
"Oligodendrocyte","Pax6","PTN","SDC3",0.0017550906271758,0,"PTN_SDC3","PTN - SDC3","PTN","Secreted Signaling","PMID: 28356350; PMID: 25620911"
"OPC","Pax6","PTN","SDC3",0.00731178025268113,0,"PTN_SDC3","PTN - SDC3","PTN","Secreted Signaling","PMID: 28356350; PMID: 25620911"
"Pax6","Pax6","PTN","SDC3",0.00184503088999542,0,"PTN_SDC3","PTN - SDC3","PTN","Secreted Signaling","PMID: 28356350; PMID: 25620911"
"Vascular","Pax6","PTN","SDC3",0.00523757771485497,0,"PTN_SDC3","PTN - SDC3","PTN","Secreted Signaling","PMID: 28356350; PMID: 25620911"
"Astrocyte","Pvalb","PTN","SDC3",0.00321817099299787,0,"PTN_SDC3","PTN - SDC3","PTN","Secreted Signaling","PMID: 28356350; PMID: 25620911"
"OPC","Pvalb","PTN","SDC3",0.00442554119979014,0,"PTN_SDC3","PTN - SDC3","PTN","Secreted Signaling","PMID: 28356350; PMID: 25620911"
"Vascular","Pvalb","PTN","SDC3",0.00316749311890804,0,"PTN_SDC3","PTN - SDC3","PTN","Secreted Signaling","PMID: 28356350; PMID: 25620911"
"OPC","Sncg","PTN","SDC3",0.00145874147083556,0.01,"PTN_SDC3","PTN - SDC3","PTN","Secreted Signaling","PMID: 28356350; PMID: 25620911"
"Astrocyte","Sst","PTN","SDC3",0.00281551777356598,0,"PTN_SDC3","PTN - SDC3","PTN","Secreted Signaling","PMID: 28356350; PMID: 25620911"
"OPC","Sst","PTN","SDC3",0.00387241031905373,0,"PTN_SDC3","PTN - SDC3","PTN","Secreted Signaling","PMID: 28356350; PMID: 25620911"
"Vascular","Sst","PTN","SDC3",0.00277116301883953,0,"PTN_SDC3","PTN - SDC3","PTN","Secreted Signaling","PMID: 28356350; PMID: 25620911"
"Astrocyte","Sst Chodl","PTN","SDC3",0.0035372005889332,0.01,"PTN_SDC3","PTN - SDC3","PTN","Secreted Signaling","PMID: 28356350; PMID: 25620911"
"OPC","Sst Chodl","PTN","SDC3",0.00486367800192345,0,"PTN_SDC3","PTN - SDC3","PTN","Secreted Signaling","PMID: 28356350; PMID: 25620911"
"Vascular","Sst Chodl","PTN","SDC3",0.00348151637063688,0.01,"PTN_SDC3","PTN - SDC3","PTN","Secreted Signaling","PMID: 28356350; PMID: 25620911"
"Astrocyte","Astrocyte","PTN","SDC4",0.0313560169531657,0,"PTN_SDC4","PTN - SDC4","PTN","Secreted Signaling","PMID: 28356350; PMID: 25620911"
"Oligodendrocyte","Astrocyte","PTN","SDC4",0.0105268045056067,0,"PTN_SDC4","PTN - SDC4","PTN","Secreted Signaling","PMID: 28356350; PMID: 25620911"
"OPC","Astrocyte","PTN","SDC4",0.042668059557323,0,"PTN_SDC4","PTN - SDC4","PTN","Secreted Signaling","PMID: 28356350; PMID: 25620911"
"Pax6","Astrocyte","PTN","SDC4",0.0110612735712854,0,"PTN_SDC4","PTN - SDC4","PTN","Secreted Signaling","PMID: 28356350; PMID: 25620911"
"Sncg","Astrocyte","PTN","SDC4",0.00237568682635242,0,"PTN_SDC4","PTN - SDC4","PTN","Secreted Signaling","PMID: 28356350; PMID: 25620911"
"Vascular","Astrocyte","PTN","SDC4",0.0308759660016319,0,"PTN_SDC4","PTN - SDC4","PTN","Secreted Signaling","PMID: 28356350; PMID: 25620911"
"Astrocyte","Chandelier","PTN","NCL",0.00323479239661438,0,"PTN_NCL","PTN - NCL","PTN","Secreted Signaling","PMID: 28356350; PMID: 25620911"
"Oligodendrocyte","Chandelier","PTN","NCL",0.00106543363489491,0,"PTN_NCL","PTN - NCL","PTN","Secreted Signaling","PMID: 28356350; PMID: 25620911"
"OPC","Chandelier","PTN","NCL",0.00444837067271444,0,"PTN_NCL","PTN - NCL","PTN","Secreted Signaling","PMID: 28356350; PMID: 25620911"
"Pax6","Chandelier","PTN","NCL",0.00112007182710176,0,"PTN_NCL","PTN - NCL","PTN","Secreted Signaling","PMID: 28356350; PMID: 25620911"
"Vascular","Chandelier","PTN","NCL",0.0031838536144299,0,"PTN_NCL","PTN - NCL","PTN","Secreted Signaling","PMID: 28356350; PMID: 25620911"
"Astrocyte","ExcNeuron","PTN","NCL",0.00352841628187055,0,"PTN_NCL","PTN - NCL","PTN","Secreted Signaling","PMID: 28356350; PMID: 25620911"
"Oligodendrocyte","ExcNeuron","PTN","NCL",0.00116237326225964,0,"PTN_NCL","PTN - NCL","PTN","Secreted Signaling","PMID: 28356350; PMID: 25620911"
"OPC","ExcNeuron","PTN","NCL",0.00485161555102367,0,"PTN_NCL","PTN - NCL","PTN","Secreted Signaling","PMID: 28356350; PMID: 25620911"
"Pax6","ExcNeuron","PTN","NCL",0.00122197668795163,0,"PTN_NCL","PTN - NCL","PTN","Secreted Signaling","PMID: 28356350; PMID: 25620911"
"Vascular","ExcNeuron","PTN","NCL",0.00347286986816995,0,"PTN_NCL","PTN - NCL","PTN","Secreted Signaling","PMID: 28356350; PMID: 25620911"
"Astrocyte","Lamp5","PTN","NCL",0.00359044965451772,0,"PTN_NCL","PTN - NCL","PTN","Secreted Signaling","PMID: 28356350; PMID: 25620911"
"Oligodendrocyte","Lamp5","PTN","NCL",0.00118285841909111,0,"PTN_NCL","PTN - NCL","PTN","Secreted Signaling","PMID: 28356350; PMID: 25620911"
"OPC","Lamp5","PTN","NCL",0.00493679694455607,0,"PTN_NCL","PTN - NCL","PTN","Secreted Signaling","PMID: 28356350; PMID: 25620911"
"Pax6","Lamp5","PTN","NCL",0.00124351096169486,0,"PTN_NCL","PTN - NCL","PTN","Secreted Signaling","PMID: 28356350; PMID: 25620911"
"Vascular","Lamp5","PTN","NCL",0.00353393013815165,0,"PTN_NCL","PTN - NCL","PTN","Secreted Signaling","PMID: 28356350; PMID: 25620911"
"Astrocyte","Lamp5 Lhx6","PTN","NCL",0.00296330359881864,0,"PTN_NCL","PTN - NCL","PTN","Secreted Signaling","PMID: 28356350; PMID: 25620911"
"Oligodendrocyte","Lamp5 Lhx6","PTN","NCL",0.000975835957111557,0.01,"PTN_NCL","PTN - NCL","PTN","Secreted Signaling","PMID: 28356350; PMID: 25620911"
"OPC","Lamp5 Lhx6","PTN","NCL",0.00407544544237204,0,"PTN_NCL","PTN - NCL","PTN","Secreted Signaling","PMID: 28356350; PMID: 25620911"
"Pax6","Lamp5 Lhx6","PTN","NCL",0.00102588406744572,0.01,"PTN_NCL","PTN - NCL","PTN","Secreted Signaling","PMID: 28356350; PMID: 25620911"
"Vascular","Lamp5 Lhx6","PTN","NCL",0.00291662748366352,0,"PTN_NCL","PTN - NCL","PTN","Secreted Signaling","PMID: 28356350; PMID: 25620911"
"Astrocyte","Pax6","PTN","NCL",0.00367397031479294,0,"PTN_NCL","PTN - NCL","PTN","Secreted Signaling","PMID: 28356350; PMID: 25620911"
"Oligodendrocyte","Pax6","PTN","NCL",0.00121044198182332,0,"PTN_NCL","PTN - NCL","PTN","Secreted Signaling","PMID: 28356350; PMID: 25620911"
"OPC","Pax6","PTN","NCL",0.00505147741793805,0,"PTN_NCL","PTN - NCL","PTN","Secreted Signaling","PMID: 28356350; PMID: 25620911"
"Pax6","Pax6","PTN","NCL",0.00127250710411067,0,"PTN_NCL","PTN - NCL","PTN","Secreted Signaling","PMID: 28356350; PMID: 25620911"
"Vascular","Pax6","PTN","NCL",0.00361614081886899,0,"PTN_NCL","PTN - NCL","PTN","Secreted Signaling","PMID: 28356350; PMID: 25620911"
"Astrocyte","Pvalb","PTN","NCL",0.00212697390951263,0,"PTN_NCL","PTN - NCL","PTN","Secreted Signaling","PMID: 28356350; PMID: 25620911"
"Oligodendrocyte","Pvalb","PTN","NCL",0.00070003309263924,0.04,"PTN_NCL","PTN - NCL","PTN","Secreted Signaling","PMID: 28356350; PMID: 25620911"
"OPC","Pvalb","PTN","NCL",0.00292615845658383,0,"PTN_NCL","PTN - NCL","PTN","Secreted Signaling","PMID: 28356350; PMID: 25620911"
"Pax6","Pvalb","PTN","NCL",0.000735946405421925,0.02,"PTN_NCL","PTN - NCL","PTN","Secreted Signaling","PMID: 28356350; PMID: 25620911"
"Vascular","Pvalb","PTN","NCL",0.00209344347982086,0,"PTN_NCL","PTN - NCL","PTN","Secreted Signaling","PMID: 28356350; PMID: 25620911"
"Astrocyte","Sncg","PTN","NCL",0.00430614242251447,0,"PTN_NCL","PTN - NCL","PTN","Secreted Signaling","PMID: 28356350; PMID: 25620911"
"Oligodendrocyte","Sncg","PTN","NCL",0.00141932397112442,0,"PTN_NCL","PTN - NCL","PTN","Secreted Signaling","PMID: 28356350; PMID: 25620911"
"OPC","Sncg","PTN","NCL",0.00591926600112061,0,"PTN_NCL","PTN - NCL","PTN","Secreted Signaling","PMID: 28356350; PMID: 25620911"
"Pax6","Sncg","PTN","NCL",0.00149208346717272,0,"PTN_NCL","PTN - NCL","PTN","Secreted Signaling","PMID: 28356350; PMID: 25620911"
"Vascular","Sncg","PTN","NCL",0.00423840466076055,0,"PTN_NCL","PTN - NCL","PTN","Secreted Signaling","PMID: 28356350; PMID: 25620911"
"Astrocyte","Sst","PTN","NCL",0.00407505595957697,0,"PTN_NCL","PTN - NCL","PTN","Secreted Signaling","PMID: 28356350; PMID: 25620911"
"Oligodendrocyte","Sst","PTN","NCL",0.00134294788197621,0,"PTN_NCL","PTN - NCL","PTN","Secreted Signaling","PMID: 28356350; PMID: 25620911"
"OPC","Sst","PTN","NCL",0.00560209931742082,0,"PTN_NCL","PTN - NCL","PTN","Secreted Signaling","PMID: 28356350; PMID: 25620911"
"Pax6","Sst","PTN","NCL",0.00141179760884005,0,"PTN_NCL","PTN - NCL","PTN","Secreted Signaling","PMID: 28356350; PMID: 25620911"
"Vascular","Sst","PTN","NCL",0.00401093865956555,0,"PTN_NCL","PTN - NCL","PTN","Secreted Signaling","PMID: 28356350; PMID: 25620911"
"Astrocyte","Vascular","PTN","NCL",0.00872769465557909,0,"PTN_NCL","PTN - NCL","PTN","Secreted Signaling","PMID: 28356350; PMID: 25620911"
"Oligodendrocyte","Vascular","PTN","NCL",0.00288527702957238,0,"PTN_NCL","PTN - NCL","PTN","Secreted Signaling","PMID: 28356350; PMID: 25620911"
"OPC","Vascular","PTN","NCL",0.0119772510664891,0,"PTN_NCL","PTN - NCL","PTN","Secreted Signaling","PMID: 28356350; PMID: 25620911"
"Pax6","Vascular","PTN","NCL",0.00303295814092622,0,"PTN_NCL","PTN - NCL","PTN","Secreted Signaling","PMID: 28356350; PMID: 25620911"
"Sncg","Vascular","PTN","NCL",0.00064727797547334,0.01,"PTN_NCL","PTN - NCL","PTN","Secreted Signaling","PMID: 28356350; PMID: 25620911"
"Vascular","Vascular","PTN","NCL",0.00859100379448141,0,"PTN_NCL","PTN - NCL","PTN","Secreted Signaling","PMID: 28356350; PMID: 25620911"
"Astrocyte","Vip","PTN","NCL",0.00399206635454108,0,"PTN_NCL","PTN - NCL","PTN","Secreted Signaling","PMID: 28356350; PMID: 25620911"
"Oligodendrocyte","Vip","PTN","NCL",0.00131552489355804,0,"PTN_NCL","PTN - NCL","PTN","Secreted Signaling","PMID: 28356350; PMID: 25620911"
"OPC","Vip","PTN","NCL",0.00548818243919265,0,"PTN_NCL","PTN - NCL","PTN","Secreted Signaling","PMID: 28356350; PMID: 25620911"
"Pax6","Vip","PTN","NCL",0.00138297065632357,0,"PTN_NCL","PTN - NCL","PTN","Secreted Signaling","PMID: 28356350; PMID: 25620911"
"Vascular","Vip","PTN","NCL",0.00392924966882727,0,"PTN_NCL","PTN - NCL","PTN","Secreted Signaling","PMID: 28356350; PMID: 25620911"
"Astrocyte","Astrocyte","PTN","ALK",0.0131119509479096,0,"PTN_ALK","PTN - ALK","PTN","Secreted Signaling","PMID: 28356350; PMID: 25620911"
"OPC","Astrocyte","PTN","ALK",0.017964301671004,0,"PTN_ALK","PTN - ALK","PTN","Secreted Signaling","PMID: 28356350; PMID: 25620911"
"Vascular","Astrocyte","PTN","ALK",0.0129074891134761,0,"PTN_ALK","PTN - ALK","PTN","Secreted Signaling","PMID: 28356350; PMID: 25620911"
"Astrocyte","Chandelier","PTN","ALK",0.1060328928543,0,"PTN_ALK","PTN - ALK","PTN","Secreted Signaling","PMID: 28356350; PMID: 25620911"
"Oligodendrocyte","Chandelier","PTN","ALK",0.0375186507376878,0,"PTN_ALK","PTN - ALK","PTN","Secreted Signaling","PMID: 28356350; PMID: 25620911"
"OPC","Chandelier","PTN","ALK",0.140381106464909,0,"PTN_ALK","PTN - ALK","PTN","Secreted Signaling","PMID: 28356350; PMID: 25620911"
"Pax6","Chandelier","PTN","ALK",0.0393690286189111,0,"PTN_ALK","PTN - ALK","PTN","Secreted Signaling","PMID: 28356350; PMID: 25620911"
"Sncg","Chandelier","PTN","ALK",0.00864990983064256,0,"PTN_ALK","PTN - ALK","PTN","Secreted Signaling","PMID: 28356350; PMID: 25620911"
"Vascular","Chandelier","PTN","ALK",0.104532941049867,0,"PTN_ALK","PTN - ALK","PTN","Secreted Signaling","PMID: 28356350; PMID: 25620911"
"Astrocyte","Lamp5","PTN","ALK",0.100650173631998,0,"PTN_ALK","PTN - ALK","PTN","Secreted Signaling","PMID: 28356350; PMID: 25620911"
"Oligodendrocyte","Lamp5","PTN","ALK",0.0354760066174114,0,"PTN_ALK","PTN - ALK","PTN","Secreted Signaling","PMID: 28356350; PMID: 25620911"
"OPC","Lamp5","PTN","ALK",0.13351513325968,0,"PTN_ALK","PTN - ALK","PTN","Secreted Signaling","PMID: 28356350; PMID: 25620911"
"Pax6","Lamp5","PTN","ALK",0.0372295403144094,0,"PTN_ALK","PTN - ALK","PTN","Secreted Signaling","PMID: 28356350; PMID: 25620911"
"Sncg","Lamp5","PTN","ALK",0.00816564471150364,0.01,"PTN_ALK","PTN - ALK","PTN","Secreted Signaling","PMID: 28356350; PMID: 25620911"
"Vascular","Lamp5","PTN","ALK",0.0992179153286628,0,"PTN_ALK","PTN - ALK","PTN","Secreted Signaling","PMID: 28356350; PMID: 25620911"
"Astrocyte","Lamp5 Lhx6","PTN","ALK",0.0975781505248551,0,"PTN_ALK","PTN - ALK","PTN","Secreted Signaling","PMID: 28356350; PMID: 25620911"
"Oligodendrocyte","Lamp5 Lhx6","PTN","ALK",0.0343173105810173,0,"PTN_ALK","PTN - ALK","PTN","Secreted Signaling","PMID: 28356350; PMID: 25620911"
"OPC","Lamp5 Lhx6","PTN","ALK",0.129584546069697,0,"PTN_ALK","PTN - ALK","PTN","Secreted Signaling","PMID: 28356350; PMID: 25620911"
"Pax6","Lamp5 Lhx6","PTN","ALK",0.036015710004421,0,"PTN_ALK","PTN - ALK","PTN","Secreted Signaling","PMID: 28356350; PMID: 25620911"
"Vascular","Lamp5 Lhx6","PTN","ALK",0.0961849320014405,0,"PTN_ALK","PTN - ALK","PTN","Secreted Signaling","PMID: 28356350; PMID: 25620911"
"Astrocyte","OPC","PTN","ALK",0.0723185041659596,0,"PTN_ALK","PTN - ALK","PTN","Secreted Signaling","PMID: 28356350; PMID: 25620911"
"Oligodendrocyte","OPC","PTN","ALK",0.0249804177693726,0,"PTN_ALK","PTN - ALK","PTN","Secreted Signaling","PMID: 28356350; PMID: 25620911"
"OPC","OPC","PTN","ALK",0.0969294721965017,0,"PTN_ALK","PTN - ALK","PTN","Secreted Signaling","PMID: 28356350; PMID: 25620911"
"Pax6","OPC","PTN","ALK",0.0262292757200372,0,"PTN_ALK","PTN - ALK","PTN","Secreted Signaling","PMID: 28356350; PMID: 25620911"
"Vascular","OPC","PTN","ALK",0.0712574639345023,0,"PTN_ALK","PTN - ALK","PTN","Secreted Signaling","PMID: 28356350; PMID: 25620911"
"Astrocyte","Pax6","PTN","ALK",0.0892220063647425,0,"PTN_ALK","PTN - ALK","PTN","Secreted Signaling","PMID: 28356350; PMID: 25620911"
"Oligodendrocyte","Pax6","PTN","ALK",0.0311912881240864,0,"PTN_ALK","PTN - ALK","PTN","Secreted Signaling","PMID: 28356350; PMID: 25620911"
"OPC","Pax6","PTN","ALK",0.118848493916748,0,"PTN_ALK","PTN - ALK","PTN","Secreted Signaling","PMID: 28356350; PMID: 25620911"
"Pax6","Pax6","PTN","ALK",0.0327402226880919,0,"PTN_ALK","PTN - ALK","PTN","Secreted Signaling","PMID: 28356350; PMID: 25620911"
"Sncg","Pax6","PTN","ALK",0.0071549465226468,0,"PTN_ALK","PTN - ALK","PTN","Secreted Signaling","PMID: 28356350; PMID: 25620911"
"Vascular","Pax6","PTN","ALK",0.0879364706245553,0,"PTN_ALK","PTN - ALK","PTN","Secreted Signaling","PMID: 28356350; PMID: 25620911"
"Astrocyte","Pvalb","PTN","ALK",0.0533371300708081,0,"PTN_ALK","PTN - ALK","PTN","Secreted Signaling","PMID: 28356350; PMID: 25620911"
"Oligodendrocyte","Pvalb","PTN","ALK",0.0181803335004005,0,"PTN_ALK","PTN - ALK","PTN","Secreted Signaling","PMID: 28356350; PMID: 25620911"
"OPC","Pvalb","PTN","ALK",0.0719897570899819,0,"PTN_ALK","PTN - ALK","PTN","Secreted Signaling","PMID: 28356350; PMID: 25620911"
"Pax6","Pvalb","PTN","ALK",0.0190958897515879,0,"PTN_ALK","PTN - ALK","PTN","Secreted Signaling","PMID: 28356350; PMID: 25620911"
"Vascular","Pvalb","PTN","ALK",0.0525388079666996,0,"PTN_ALK","PTN - ALK","PTN","Secreted Signaling","PMID: 28356350; PMID: 25620911"
"Astrocyte","Sst","PTN","ALK",0.0220589450843455,0,"PTN_ALK","PTN - ALK","PTN","Secreted Signaling","PMID: 28356350; PMID: 25620911"
"Oligodendrocyte","Sst","PTN","ALK",0.00735868523116559,0.01,"PTN_ALK","PTN - ALK","PTN","Secreted Signaling","PMID: 28356350; PMID: 25620911"
"OPC","Sst","PTN","ALK",0.0301212602559168,0,"PTN_ALK","PTN - ALK","PTN","Secreted Signaling","PMID: 28356350; PMID: 25620911"
"Pax6","Sst","PTN","ALK",0.00773355909457068,0.01,"PTN_ALK","PTN - ALK","PTN","Secreted Signaling","PMID: 28356350; PMID: 25620911"
"Vascular","Sst","PTN","ALK",0.0217180381262174,0,"PTN_ALK","PTN - ALK","PTN","Secreted Signaling","PMID: 28356350; PMID: 25620911"
"Astrocyte","Sst Chodl","PTN","ALK",0.0543141723014766,0,"PTN_ALK","PTN - ALK","PTN","Secreted Signaling","PMID: 28356350; PMID: 25620911"
"Oligodendrocyte","Sst Chodl","PTN","ALK",0.0185259683064308,0.02,"PTN_ALK","PTN - ALK","PTN","Secreted Signaling","PMID: 28356350; PMID: 25620911"
"OPC","Sst Chodl","PTN","ALK",0.0732820325662027,0,"PTN_ALK","PTN - ALK","PTN","Secreted Signaling","PMID: 28356350; PMID: 25620911"
"Pax6","Sst Chodl","PTN","ALK",0.0194585856557511,0.01,"PTN_ALK","PTN - ALK","PTN","Secreted Signaling","PMID: 28356350; PMID: 25620911"
"Vascular","Sst Chodl","PTN","ALK",0.0535020528320009,0,"PTN_ALK","PTN - ALK","PTN","Secreted Signaling","PMID: 28356350; PMID: 25620911"
"Astrocyte","Vip","PTN","ALK",0.00693319100618452,0,"PTN_ALK","PTN - ALK","PTN","Secreted Signaling","PMID: 28356350; PMID: 25620911"
"OPC","Vip","PTN","ALK",0.0095210226538963,0,"PTN_ALK","PTN - ALK","PTN","Secreted Signaling","PMID: 28356350; PMID: 25620911"
"Vascular","Vip","PTN","ALK",0.00682441170075167,0.01,"PTN_ALK","PTN - ALK","PTN","Secreted Signaling","PMID: 28356350; PMID: 25620911"
"Pvalb","Astrocyte","POSTN","ITGAV_ITGB5",0.00225466180239383,0,"POSTN_ITGAV_ITGB5","POSTN - (ITGAV+ITGB5)","PERIOSTIN","Secreted Signaling","PMID: 26721738"
"Pvalb","Lamp5","POSTN","ITGAV_ITGB5",0.000815580669139819,0,"POSTN_ITGAV_ITGB5","POSTN - (ITGAV+ITGB5)","PERIOSTIN","Secreted Signaling","PMID: 26721738"
"Pvalb","Microglia","POSTN","ITGAV_ITGB5",0.00165291250808368,0,"POSTN_ITGAV_ITGB5","POSTN - (ITGAV+ITGB5)","PERIOSTIN","Secreted Signaling","PMID: 26721738"
"Pvalb","Vascular","POSTN","ITGAV_ITGB5",0.00102404613503147,0,"POSTN_ITGAV_ITGB5","POSTN - (ITGAV+ITGB5)","PERIOSTIN","Secreted Signaling","PMID: 26721738"
"Microglia","Microglia","C3","C3AR1",0.0145476486890151,0,"C3_C3AR1","C3 - C3AR1","COMPLEMENT","Secreted Signaling","KEGG: hsa04080"
"Microglia","Microglia","C3","ITGAM_ITGB2",0.0336718430058632,0,"C3_ITGAM_ITGB2","C3 - (ITGAM+ITGB2)","COMPLEMENT","Secreted Signaling","PMID: 16234578"
"Microglia","Microglia","C3","ITGAX_ITGB2",0.0332591843833258,0,"C3_ITGAX_ITGB2","C3 - (ITGAX+ITGB2)","COMPLEMENT","Secreted Signaling","PMID: 16234578"
"Chandelier","ExcNeuron","CCK","CCKBR",0.00010208231144605,0,"CCK_CCKBR","CCK - CCKBR","CCK","Secreted Signaling","KEGG: hsa04080"
"ExcNeuron","ExcNeuron","CCK","CCKBR",0.000696757232663981,0,"CCK_CCKBR","CCK - CCKBR","CCK","Secreted Signaling","KEGG: hsa04080"
"Lamp5","ExcNeuron","CCK","CCKBR",0.00108160709560232,0,"CCK_CCKBR","CCK - CCKBR","CCK","Secreted Signaling","KEGG: hsa04080"
"Lamp5 Lhx6","ExcNeuron","CCK","CCKBR",0.0012861208753746,0,"CCK_CCKBR","CCK - CCKBR","CCK","Secreted Signaling","KEGG: hsa04080"
"Pax6","ExcNeuron","CCK","CCKBR",0.00210971093256635,0,"CCK_CCKBR","CCK - CCKBR","CCK","Secreted Signaling","KEGG: hsa04080"
"Sncg","ExcNeuron","CCK","CCKBR",0.00133283669184374,0,"CCK_CCKBR","CCK - CCKBR","CCK","Secreted Signaling","KEGG: hsa04080"
"Vip","ExcNeuron","CCK","CCKBR",0.000861280832578701,0,"CCK_CCKBR","CCK - CCKBR","CCK","Secreted Signaling","KEGG: hsa04080"
"Sst Chodl","ExcNeuron","NPY","NPY1R",0.0599748088375113,0,"NPY_NPY1R","NPY - NPY1R","NPY","Secreted Signaling","KEGG: hsa04080"
"Sst Chodl","Lamp5 Lhx6","NPY","NPY1R",0.00947356254092981,0,"NPY_NPY1R","NPY - NPY1R","NPY","Secreted Signaling","KEGG: hsa04080"
"Sst Chodl","Pax6","NPY","NPY1R",0.0517579922512799,0,"NPY_NPY1R","NPY - NPY1R","NPY","Secreted Signaling","KEGG: hsa04080"
"Sst Chodl","Sncg","NPY","NPY1R",0.0166706553732186,0,"NPY_NPY1R","NPY - NPY1R","NPY","Secreted Signaling","KEGG: hsa04080"
"Sst Chodl","Vip","NPY","NPY1R",0.0733884012976035,0,"NPY_NPY1R","NPY - NPY1R","NPY","Secreted Signaling","KEGG: hsa04080"
"Sst Chodl","Sst Chodl","NPY","NPY2R",0.0230446186917307,0,"NPY_NPY2R","NPY - NPY2R","NPY","Secreted Signaling","KEGG: hsa04080"
"Sst","ExcNeuron","SST","SSTR2",0.00100014500675294,0,"SST_SSTR2","SST - SSTR2","SOMATOSTATIN","Secreted Signaling","KEGG: hsa04080"
"Sst Chodl","ExcNeuron","SST","SSTR2",0.00796082320292678,0,"SST_SSTR2","SST - SSTR2","SOMATOSTATIN","Secreted Signaling","KEGG: hsa04080"
"Sst","Lamp5","SST","SSTR2",0.00184472915605855,0,"SST_SSTR2","SST - SSTR2","SOMATOSTATIN","Secreted Signaling","KEGG: hsa04080"
"Sst Chodl","Lamp5","SST","SSTR2",0.0145975428305236,0,"SST_SSTR2","SST - SSTR2","SOMATOSTATIN","Secreted Signaling","KEGG: hsa04080"
"Sst","Lamp5 Lhx6","SST","SSTR2",0.00162093268814856,0,"SST_SSTR2","SST - SSTR2","SOMATOSTATIN","Secreted Signaling","KEGG: hsa04080"
"Sst Chodl","Lamp5 Lhx6","SST","SSTR2",0.0128465289674958,0,"SST_SSTR2","SST - SSTR2","SOMATOSTATIN","Secreted Signaling","KEGG: hsa04080"
"Sst Chodl","ExcNeuron","CORT","SSTR2",0.00219659990906141,0,"CORT_SSTR2","CORT - SSTR2","SOMATOSTATIN","Secreted Signaling","KEGG: hsa04080"
"Sst Chodl","Lamp5","CORT","SSTR2",0.00404745091720069,0,"CORT_SSTR2","CORT - SSTR2","SOMATOSTATIN","Secreted Signaling","KEGG: hsa04080"
"Sst Chodl","Lamp5 Lhx6","CORT","SSTR2",0.00355737988180713,0,"CORT_SSTR2","CORT - SSTR2","SOMATOSTATIN","Secreted Signaling","KEGG: hsa04080"
"Lamp5 Lhx6","Lamp5","TAC1","TACR1",0.000992629393532007,0,"TAC1_TACR1","TAC1 - TACR1","TAC","Secreted Signaling","KEGG: hsa04080"
"Pvalb","Lamp5","TAC1","TACR1",0.0131714368999623,0,"TAC1_TACR1","TAC1 - TACR1","TAC","Secreted Signaling","KEGG: hsa04080"
"Sst Chodl","Lamp5","TAC1","TACR1",0.00961598108303097,0,"TAC1_TACR1","TAC1 - TACR1","TAC","Secreted Signaling","KEGG: hsa04080"
"Lamp5 Lhx6","Lamp5 Lhx6","TAC1","TACR1",0.00127837978381888,0,"TAC1_TACR1","TAC1 - TACR1","TAC","Secreted Signaling","KEGG: hsa04080"
"Pvalb","Lamp5 Lhx6","TAC1","TACR1",0.0169038045834138,0,"TAC1_TACR1","TAC1 - TACR1","TAC","Secreted Signaling","KEGG: hsa04080"
"Sst Chodl","Lamp5 Lhx6","TAC1","TACR1",0.0123534575689004,0,"TAC1_TACR1","TAC1 - TACR1","TAC","Secreted Signaling","KEGG: hsa04080"
"Lamp5 Lhx6","Pax6","TAC1","TACR1",0.000118226480438567,0,"TAC1_TACR1","TAC1 - TACR1","TAC","Secreted Signaling","KEGG: hsa04080"
"Pvalb","Pax6","TAC1","TACR1",0.00158580528692052,0,"TAC1_TACR1","TAC1 - TACR1","TAC","Secreted Signaling","KEGG: hsa04080"
"Sst Chodl","Pax6","TAC1","TACR1",0.00115408061540965,0,"TAC1_TACR1","TAC1 - TACR1","TAC","Secreted Signaling","KEGG: hsa04080"
"Lamp5 Lhx6","Pvalb","TAC1","TACR1",0.000431879063737466,0,"TAC1_TACR1","TAC1 - TACR1","TAC","Secreted Signaling","KEGG: hsa04080"
"Pvalb","Pvalb","TAC1","TACR1",0.00577044662388398,0,"TAC1_TACR1","TAC1 - TACR1","TAC","Secreted Signaling","KEGG: hsa04080"
"Sst Chodl","Pvalb","TAC1","TACR1",0.00420427918549218,0,"TAC1_TACR1","TAC1 - TACR1","TAC","Secreted Signaling","KEGG: hsa04080"
