"source","target","ligand","receptor","prob","pval","interaction_name","interaction_name_2","pathway_name","annotation","evidence"
"Sst Chodl","OPC","BMP6","ACVR1_BMPR2",0.00257288560311395,0,"BMP6_ACVR1_BMPR2","BMP6 - (ACVR1+BMPR2)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"Vascular","OPC","BMP6","ACVR1_BMPR2",0.00541553118152616,0,"BMP6_ACVR1_BMPR2","BMP6 - (ACVR1+BMPR2)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"Lamp5","Pax6","BMP6","ACVR1_BMPR2",0.00859185578791908,0,"BMP6_ACVR1_BMPR2","BMP6 - (ACVR1+BMPR2)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"Sncg","Pax6","BMP6","ACVR1_BMPR2",0.00166491426108586,0,"BMP6_ACVR1_BMPR2","BMP6 - (ACVR1+BMPR2)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"Sst Chodl","Pax6","BMP6","ACVR1_BMPR2",0.00258108236574137,0,"BMP6_ACVR1_BMPR2","BMP6 - (ACVR1+BMPR2)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"Vascular","Pax6","BMP6","ACVR1_BMPR2",0.00543195752958091,0,"BMP6_ACVR1_BMPR2","BMP6 - (ACVR1+BMPR2)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"Lamp5","Pvalb","BMP6","ACVR1_BMPR2",0.00791119397602517,0,"BMP6_ACVR1_BMPR2","BMP6 - (ACVR1+BMPR2)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"Sncg","Pvalb","BMP6","ACVR1_BMPR2",0.00153276265851596,0,"BMP6_ACVR1_BMPR2","BMP6 - (ACVR1+BMPR2)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"Sst Chodl","Pvalb","BMP6","ACVR1_BMPR2",0.00237627204737422,0,"BMP6_ACVR1_BMPR2","BMP6 - (ACVR1+BMPR2)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"Vascular","Pvalb","BMP6","ACVR1_BMPR2",0.00500128086318952,0,"BMP6_ACVR1_BMPR2","BMP6 - (ACVR1+BMPR2)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"Lamp5","Sncg","BMP6","ACVR1_BMPR2",0.00751820306478083,0,"BMP6_ACVR1_BMPR2","BMP6 - (ACVR1+BMPR2)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"Sncg","Sncg","BMP6","ACVR1_BMPR2",0.00145584638030894,0,"BMP6_ACVR1_BMPR2","BMP6 - (ACVR1+BMPR2)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"Sst Chodl","Sncg","BMP6","ACVR1_BMPR2",0.00225721515353036,0,"BMP6_ACVR1_BMPR2","BMP6 - (ACVR1+BMPR2)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"Vascular","Sncg","BMP6","ACVR1_BMPR2",0.00475177964670763,0,"BMP6_ACVR1_BMPR2","BMP6 - (ACVR1+BMPR2)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"Lamp5","Sst Chodl","BMP6","ACVR1_BMPR2",0.00827500838490445,0,"BMP6_ACVR1_BMPR2","BMP6 - (ACVR1+BMPR2)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"Sncg","Sst Chodl","BMP6","ACVR1_BMPR2",0.00160387874239057,0,"BMP6_ACVR1_BMPR2","BMP6 - (ACVR1+BMPR2)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"Sst Chodl","Sst Chodl","BMP6","ACVR1_BMPR2",0.00248637236110379,0,"BMP6_ACVR1_BMPR2","BMP6 - (ACVR1+BMPR2)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"Vascular","Sst Chodl","BMP6","ACVR1_BMPR2",0.00523213533707367,0,"BMP6_ACVR1_BMPR2","BMP6 - (ACVR1+BMPR2)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"Lamp5","Vascular","BMP6","ACVR1_BMPR2",0.0138839804501436,0,"BMP6_ACVR1_BMPR2","BMP6 - (ACVR1+BMPR2)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"Sncg","Vascular","BMP6","ACVR1_BMPR2",0.00270360834420965,0,"BMP6_ACVR1_BMPR2","BMP6 - (ACVR1+BMPR2)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"Sst Chodl","Vascular","BMP6","ACVR1_BMPR2",0.00418813717321283,0,"BMP6_ACVR1_BMPR2","BMP6 - (ACVR1+BMPR2)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"Vascular","Vascular","BMP6","ACVR1_BMPR2",0.0087957408316692,0,"BMP6_ACVR1_BMPR2","BMP6 - (ACVR1+BMPR2)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"Lamp5","Vip","BMP6","ACVR1_BMPR2",0.00635228003940873,0,"BMP6_ACVR1_BMPR2","BMP6 - (ACVR1+BMPR2)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"Sncg","Vip","BMP6","ACVR1_BMPR2",0.00122869931797871,0,"BMP6_ACVR1_BMPR2","BMP6 - (ACVR1+BMPR2)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"Sst Chodl","Vip","BMP6","ACVR1_BMPR2",0.00190536789850699,0,"BMP6_ACVR1_BMPR2","BMP6 - (ACVR1+BMPR2)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"Vascular","Vip","BMP6","ACVR1_BMPR2",0.00401299206400249,0,"BMP6_ACVR1_BMPR2","BMP6 - (ACVR1+BMPR2)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"Lamp5","Chandelier","BMP6","BMPR1A_ACVR2A",0.0061045240472779,0,"BMP6_BMPR1A_ACVR2A","BMP6 - (BMPR1A+ACVR2A)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"Sncg","Chandelier","BMP6","BMPR1A_ACVR2A",0.00118035788281963,0,"BMP6_BMPR1A_ACVR2A","BMP6 - (BMPR1A+ACVR2A)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"Sst Chodl","Chandelier","BMP6","BMPR1A_ACVR2A",0.00183050525194788,0,"BMP6_BMPR1A_ACVR2A","BMP6 - (BMPR1A+ACVR2A)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"Vascular","Chandelier","BMP6","BMPR1A_ACVR2A",0.00385590067985052,0,"BMP6_BMPR1A_ACVR2A","BMP6 - (BMPR1A+ACVR2A)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"Lamp5","ExcNeuron","BMP6","BMPR1A_ACVR2A",0.0113165932510557,0,"BMP6_BMPR1A_ACVR2A","BMP6 - (BMPR1A+ACVR2A)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"Sncg","ExcNeuron","BMP6","BMPR1A_ACVR2A",0.00219848987392785,0,"BMP6_BMPR1A_ACVR2A","BMP6 - (BMPR1A+ACVR2A)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"Sst Chodl","ExcNeuron","BMP6","BMPR1A_ACVR2A",0.00340691820407744,0,"BMP6_BMPR1A_ACVR2A","BMP6 - (BMPR1A+ACVR2A)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"Vascular","ExcNeuron","BMP6","BMPR1A_ACVR2A",0.0071622134937545,0,"BMP6_BMPR1A_ACVR2A","BMP6 - (BMPR1A+ACVR2A)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"Lamp5","Lamp5","BMP6","BMPR1A_ACVR2A",0.010895225410055,0,"BMP6_BMPR1A_ACVR2A","BMP6 - (BMPR1A+ACVR2A)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"Sncg","Lamp5","BMP6","BMPR1A_ACVR2A",0.00211493452320815,0,"BMP6_BMPR1A_ACVR2A","BMP6 - (BMPR1A+ACVR2A)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"Sst Chodl","Lamp5","BMP6","BMPR1A_ACVR2A",0.00327784696683904,0,"BMP6_BMPR1A_ACVR2A","BMP6 - (BMPR1A+ACVR2A)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"Vascular","Lamp5","BMP6","BMPR1A_ACVR2A",0.00689321976733531,0,"BMP6_BMPR1A_ACVR2A","BMP6 - (BMPR1A+ACVR2A)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"Lamp5","Lamp5 Lhx6","BMP6","BMPR1A_ACVR2A",0.0102266563162041,0,"BMP6_BMPR1A_ACVR2A","BMP6 - (BMPR1A+ACVR2A)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"Sncg","Lamp5 Lhx6","BMP6","BMPR1A_ACVR2A",0.00198452260570109,0,"BMP6_BMPR1A_ACVR2A","BMP6 - (BMPR1A+ACVR2A)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"Sst Chodl","Lamp5 Lhx6","BMP6","BMPR1A_ACVR2A",0.00307588043494515,0,"BMP6_BMPR1A_ACVR2A","BMP6 - (BMPR1A+ACVR2A)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"Vascular","Lamp5 Lhx6","BMP6","BMPR1A_ACVR2A",0.00646936516251324,0,"BMP6_BMPR1A_ACVR2A","BMP6 - (BMPR1A+ACVR2A)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"Lamp5","OPC","BMP6","BMPR1A_ACVR2A",0.0125293475011725,0,"BMP6_BMPR1A_ACVR2A","BMP6 - (BMPR1A+ACVR2A)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"Sncg","OPC","BMP6","BMPR1A_ACVR2A",0.00243494148700746,0,"BMP6_BMPR1A_ACVR2A","BMP6 - (BMPR1A+ACVR2A)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"Sst Chodl","OPC","BMP6","BMPR1A_ACVR2A",0.0037731325107202,0,"BMP6_BMPR1A_ACVR2A","BMP6 - (BMPR1A+ACVR2A)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"Vascular","OPC","BMP6","BMPR1A_ACVR2A",0.00793091524415902,0,"BMP6_BMPR1A_ACVR2A","BMP6 - (BMPR1A+ACVR2A)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"Lamp5","Pax6","BMP6","BMPR1A_ACVR2A",0.011145413556294,0,"BMP6_BMPR1A_ACVR2A","BMP6 - (BMPR1A+ACVR2A)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"Sncg","Pax6","BMP6","BMPR1A_ACVR2A",0.00216448137688457,0,"BMP6_BMPR1A_ACVR2A","BMP6 - (BMPR1A+ACVR2A)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"Sst Chodl","Pax6","BMP6","BMPR1A_ACVR2A",0.00335439930197126,0,"BMP6_BMPR1A_ACVR2A","BMP6 - (BMPR1A+ACVR2A)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"Vascular","Pax6","BMP6","BMPR1A_ACVR2A",0.00705284797198655,0,"BMP6_BMPR1A_ACVR2A","BMP6 - (BMPR1A+ACVR2A)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"Lamp5","Pvalb","BMP6","BMPR1A_ACVR2A",0.0100631824687927,0,"BMP6_BMPR1A_ACVR2A","BMP6 - (BMPR1A+ACVR2A)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"Sncg","Pvalb","BMP6","BMPR1A_ACVR2A",0.00195353139803438,0,"BMP6_BMPR1A_ACVR2A","BMP6 - (BMPR1A+ACVR2A)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"Sst Chodl","Pvalb","BMP6","BMPR1A_ACVR2A",0.00302766856709172,0,"BMP6_BMPR1A_ACVR2A","BMP6 - (BMPR1A+ACVR2A)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"Vascular","Pvalb","BMP6","BMPR1A_ACVR2A",0.00636695002321529,0,"BMP6_BMPR1A_ACVR2A","BMP6 - (BMPR1A+ACVR2A)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"Lamp5","Sncg","BMP6","BMPR1A_ACVR2A",0.0110756229312393,0,"BMP6_BMPR1A_ACVR2A","BMP6 - (BMPR1A+ACVR2A)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"Sncg","Sncg","BMP6","BMPR1A_ACVR2A",0.00215150558762114,0,"BMP6_BMPR1A_ACVR2A","BMP6 - (BMPR1A+ACVR2A)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"Sst Chodl","Sncg","BMP6","BMPR1A_ACVR2A",0.00333414982751627,0,"BMP6_BMPR1A_ACVR2A","BMP6 - (BMPR1A+ACVR2A)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"Vascular","Sncg","BMP6","BMPR1A_ACVR2A",0.00700947201150548,0,"BMP6_BMPR1A_ACVR2A","BMP6 - (BMPR1A+ACVR2A)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"Lamp5","Sst","BMP6","BMPR1A_ACVR2A",0.010596314656525,0,"BMP6_BMPR1A_ACVR2A","BMP6 - (BMPR1A+ACVR2A)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"Sncg","Sst","BMP6","BMPR1A_ACVR2A",0.00205675480676825,0,"BMP6_BMPR1A_ACVR2A","BMP6 - (BMPR1A+ACVR2A)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"Sst Chodl","Sst","BMP6","BMPR1A_ACVR2A",0.00318771465864046,0,"BMP6_BMPR1A_ACVR2A","BMP6 - (BMPR1A+ACVR2A)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"Vascular","Sst","BMP6","BMPR1A_ACVR2A",0.00670389069702956,0,"BMP6_BMPR1A_ACVR2A","BMP6 - (BMPR1A+ACVR2A)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"Lamp5","Sst Chodl","BMP6","BMPR1A_ACVR2A",0.0141898758455468,0,"BMP6_BMPR1A_ACVR2A","BMP6 - (BMPR1A+ACVR2A)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"Sncg","Sst Chodl","BMP6","BMPR1A_ACVR2A",0.00276533499364054,0,"BMP6_BMPR1A_ACVR2A","BMP6 - (BMPR1A+ACVR2A)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"Sst Chodl","Sst Chodl","BMP6","BMPR1A_ACVR2A",0.00428323180115867,0,"BMP6_BMPR1A_ACVR2A","BMP6 - (BMPR1A+ACVR2A)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"Vascular","Sst Chodl","BMP6","BMPR1A_ACVR2A",0.00899246554801496,0,"BMP6_BMPR1A_ACVR2A","BMP6 - (BMPR1A+ACVR2A)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"Lamp5","Vascular","BMP6","BMPR1A_ACVR2A",0.00511699113998764,0,"BMP6_BMPR1A_ACVR2A","BMP6 - (BMPR1A+ACVR2A)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"Sncg","Vascular","BMP6","BMPR1A_ACVR2A",0.000988736371099293,0,"BMP6_BMPR1A_ACVR2A","BMP6 - (BMPR1A+ACVR2A)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"Sst Chodl","Vascular","BMP6","BMPR1A_ACVR2A",0.00153350066393264,0,"BMP6_BMPR1A_ACVR2A","BMP6 - (BMPR1A+ACVR2A)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"Vascular","Vascular","BMP6","BMPR1A_ACVR2A",0.00323120469644649,0,"BMP6_BMPR1A_ACVR2A","BMP6 - (BMPR1A+ACVR2A)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"Lamp5","Vip","BMP6","BMPR1A_ACVR2A",0.0114468254777609,0,"BMP6_BMPR1A_ACVR2A","BMP6 - (BMPR1A+ACVR2A)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"Sncg","Vip","BMP6","BMPR1A_ACVR2A",0.00222401010966165,0,"BMP6_BMPR1A_ACVR2A","BMP6 - (BMPR1A+ACVR2A)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"Sst Chodl","Vip","BMP6","BMPR1A_ACVR2A",0.00344641258851564,0,"BMP6_BMPR1A_ACVR2A","BMP6 - (BMPR1A+ACVR2A)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"Vascular","Vip","BMP6","BMPR1A_ACVR2A",0.0072449364224861,0,"BMP6_BMPR1A_ACVR2A","BMP6 - (BMPR1A+ACVR2A)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"Lamp5","Chandelier","BMP6","BMPR1A_ACVR2B",0.00503829616457389,0,"BMP6_BMPR1A_ACVR2B","BMP6 - (BMPR1A+ACVR2B)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"Sncg","Chandelier","BMP6","BMPR1A_ACVR2B",0.000973312270008907,0,"BMP6_BMPR1A_ACVR2B","BMP6 - (BMPR1A+ACVR2B)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"Sst Chodl","Chandelier","BMP6","BMPR1A_ACVR2B",0.00150963110502222,0,"BMP6_BMPR1A_ACVR2B","BMP6 - (BMPR1A+ACVR2B)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"Vascular","Chandelier","BMP6","BMPR1A_ACVR2B",0.00318121223861188,0,"BMP6_BMPR1A_ACVR2B","BMP6 - (BMPR1A+ACVR2B)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"Lamp5","ExcNeuron","BMP6","BMPR1A_ACVR2B",0.00479022155838155,0,"BMP6_BMPR1A_ACVR2B","BMP6 - (BMPR1A+ACVR2B)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"Sncg","ExcNeuron","BMP6","BMPR1A_ACVR2B",0.000925300063566438,0,"BMP6_BMPR1A_ACVR2B","BMP6 - (BMPR1A+ACVR2B)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"Sst Chodl","ExcNeuron","BMP6","BMPR1A_ACVR2B",0.00143518439034707,0,"BMP6_BMPR1A_ACVR2B","BMP6 - (BMPR1A+ACVR2B)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"Vascular","ExcNeuron","BMP6","BMPR1A_ACVR2B",0.00302445499836612,0,"BMP6_BMPR1A_ACVR2B","BMP6 - (BMPR1A+ACVR2B)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"Lamp5","Lamp5","BMP6","BMPR1A_ACVR2B",0.0042926581573182,0,"BMP6_BMPR1A_ACVR2B","BMP6 - (BMPR1A+ACVR2B)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"Sncg","Lamp5","BMP6","BMPR1A_ACVR2B",0.000828688386427161,0,"BMP6_BMPR1A_ACVR2B","BMP6 - (BMPR1A+ACVR2B)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"Sst Chodl","Lamp5","BMP6","BMPR1A_ACVR2B",0.00128545597733703,0,"BMP6_BMPR1A_ACVR2B","BMP6 - (BMPR1A+ACVR2B)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"Vascular","Lamp5","BMP6","BMPR1A_ACVR2B",0.00270961642070896,0,"BMP6_BMPR1A_ACVR2B","BMP6 - (BMPR1A+ACVR2B)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"Lamp5","Lamp5 Lhx6","BMP6","BMPR1A_ACVR2B",0.00508621102837825,0,"BMP6_BMPR1A_ACVR2B","BMP6 - (BMPR1A+ACVR2B)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"Sncg","Lamp5 Lhx6","BMP6","BMPR1A_ACVR2B",0.00098264919174556,0,"BMP6_BMPR1A_ACVR2B","BMP6 - (BMPR1A+ACVR2B)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"Sst Chodl","Lamp5 Lhx6","BMP6","BMPR1A_ACVR2B",0.0015240934064527,0,"BMP6_BMPR1A_ACVR2B","BMP6 - (BMPR1A+ACVR2B)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"Vascular","Lamp5 Lhx6","BMP6","BMPR1A_ACVR2B",0.0032115765483558,0,"BMP6_BMPR1A_ACVR2B","BMP6 - (BMPR1A+ACVR2B)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"Lamp5","Pax6","BMP6","BMPR1A_ACVR2B",0.00555967267449313,0,"BMP6_BMPR1A_ACVR2B","BMP6 - (BMPR1A+ACVR2B)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"Sncg","Pax6","BMP6","BMPR1A_ACVR2B",0.00107454713857217,0,"BMP6_BMPR1A_ACVR2B","BMP6 - (BMPR1A+ACVR2B)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"Sst Chodl","Pax6","BMP6","BMPR1A_ACVR2B",0.00166652452963256,0,"BMP6_BMPR1A_ACVR2B","BMP6 - (BMPR1A+ACVR2B)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"Vascular","Pax6","BMP6","BMPR1A_ACVR2B",0.0035111174804388,0,"BMP6_BMPR1A_ACVR2B","BMP6 - (BMPR1A+ACVR2B)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"Lamp5","Pvalb","BMP6","BMPR1A_ACVR2B",0.00565049565354256,0,"BMP6_BMPR1A_ACVR2B","BMP6 - (BMPR1A+ACVR2B)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"Sncg","Pvalb","BMP6","BMPR1A_ACVR2B",0.00109251146350171,0,"BMP6_BMPR1A_ACVR2B","BMP6 - (BMPR1A+ACVR2B)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"Sst Chodl","Pvalb","BMP6","BMPR1A_ACVR2B",0.00169428621930107,0,"BMP6_BMPR1A_ACVR2B","BMP6 - (BMPR1A+ACVR2B)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"Vascular","Pvalb","BMP6","BMPR1A_ACVR2B",0.00356903791527846,0,"BMP6_BMPR1A_ACVR2B","BMP6 - (BMPR1A+ACVR2B)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"Lamp5","Sncg","BMP6","BMPR1A_ACVR2B",0.00476284224923142,0,"BMP6_BMPR1A_ACVR2B","BMP6 - (BMPR1A+ACVR2B)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"Sncg","Sncg","BMP6","BMPR1A_ACVR2B",0.000920041400311978,0,"BMP6_BMPR1A_ACVR2B","BMP6 - (BMPR1A+ACVR2B)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"Sst Chodl","Sncg","BMP6","BMPR1A_ACVR2B",0.00142702068811991,0,"BMP6_BMPR1A_ACVR2B","BMP6 - (BMPR1A+ACVR2B)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"Vascular","Sncg","BMP6","BMPR1A_ACVR2B",0.00300720944221575,0,"BMP6_BMPR1A_ACVR2B","BMP6 - (BMPR1A+ACVR2B)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"Lamp5","Sst","BMP6","BMPR1A_ACVR2B",0.00503242111523249,0,"BMP6_BMPR1A_ACVR2B","BMP6 - (BMPR1A+ACVR2B)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"Sncg","Sst","BMP6","BMPR1A_ACVR2B",0.000972177312736329,0,"BMP6_BMPR1A_ACVR2B","BMP6 - (BMPR1A+ACVR2B)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"Sst Chodl","Sst","BMP6","BMPR1A_ACVR2B",0.00150787075824645,0,"BMP6_BMPR1A_ACVR2B","BMP6 - (BMPR1A+ACVR2B)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"Vascular","Sst","BMP6","BMPR1A_ACVR2B",0.00317750269693079,0,"BMP6_BMPR1A_ACVR2B","BMP6 - (BMPR1A+ACVR2B)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"Lamp5","Sst Chodl","BMP6","BMPR1A_ACVR2B",0.00615906297612212,0,"BMP6_BMPR1A_ACVR2B","BMP6 - (BMPR1A+ACVR2B)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"Sncg","Sst Chodl","BMP6","BMPR1A_ACVR2B",0.00119144619319007,0,"BMP6_BMPR1A_ACVR2B","BMP6 - (BMPR1A+ACVR2B)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"Sst Chodl","Sst Chodl","BMP6","BMPR1A_ACVR2B",0.00184756966281347,0,"BMP6_BMPR1A_ACVR2B","BMP6 - (BMPR1A+ACVR2B)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"Vascular","Sst Chodl","BMP6","BMPR1A_ACVR2B",0.00389109365351995,0,"BMP6_BMPR1A_ACVR2B","BMP6 - (BMPR1A+ACVR2B)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"Lamp5","Vip","BMP6","BMPR1A_ACVR2B",0.00567544065128768,0,"BMP6_BMPR1A_ACVR2B","BMP6 - (BMPR1A+ACVR2B)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"Sncg","Vip","BMP6","BMPR1A_ACVR2B",0.00109713241237498,0,"BMP6_BMPR1A_ACVR2B","BMP6 - (BMPR1A+ACVR2B)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"Sst Chodl","Vip","BMP6","BMPR1A_ACVR2B",0.00170150137006939,0,"BMP6_BMPR1A_ACVR2B","BMP6 - (BMPR1A+ACVR2B)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"Vascular","Vip","BMP6","BMPR1A_ACVR2B",0.00358451695795687,0,"BMP6_BMPR1A_ACVR2B","BMP6 - (BMPR1A+ACVR2B)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"Lamp5","Astrocyte","BMP6","BMPR1A_BMPR2",0.0270402348450707,0,"BMP6_BMPR1A_BMPR2","BMP6 - (BMPR1A+BMPR2)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"Sncg","Astrocyte","BMP6","BMPR1A_BMPR2",0.00531834884372793,0,"BMP6_BMPR1A_BMPR2","BMP6 - (BMPR1A+BMPR2)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"Sst Chodl","Astrocyte","BMP6","BMPR1A_BMPR2",0.00822565190683792,0,"BMP6_BMPR1A_BMPR2","BMP6 - (BMPR1A+BMPR2)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"Vascular","Astrocyte","BMP6","BMPR1A_BMPR2",0.0172018615652119,0,"BMP6_BMPR1A_BMPR2","BMP6 - (BMPR1A+BMPR2)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"Lamp5","Chandelier","BMP6","BMPR1A_BMPR2",0.0175965741801217,0,"BMP6_BMPR1A_BMPR2","BMP6 - (BMPR1A+BMPR2)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
